NAME,B19301A_001E,state,county,year,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,B19301H_001E,B19301I_001E,B19301_001E
"Bates County, Missouri",19087.0,29,13,2009,8348.0,13395.0,,,16789.0,8242.0,19180.0,9993.0,18774.0
"Benton County, Missouri",19872.0,29,15,2009,,,1551.0,,21779.0,12626.0,19933.0,11418.0,19452.0
"Bollinger County, Missouri",17791.0,29,17,2009,4706.0,,7868.0,,,14548.0,17916.0,7982.0,17625.0
"Boone County, Missouri",26824.0,29,19,2009,14252.0,17717.0,18947.0,27928.0,13966.0,8142.0,26886.0,15938.0,24843.0
"Buchanan County, Missouri",21516.0,29,21,2009,14387.0,11756.0,32476.0,20639.0,9292.0,8386.0,21691.0,12222.0,20837.0
"Butler County, Missouri",19683.0,29,23,2009,11117.0,8809.0,57647.0,,6829.0,6799.0,19703.0,11227.0,19039.0
"Caldwell County, Missouri",19035.0,29,25,2009,1583.0,12700.0,28496.0,,,9962.0,19116.0,16429.0,18918.0
"Callaway County, Missouri",22236.0,29,27,2009,15648.0,28200.0,13318.0,526.0,11386.0,11400.0,22382.0,7527.0,21521.0
"Camden County, Missouri",24913.0,29,29,2009,41360.0,22326.0,27291.0,,17357.0,7368.0,25012.0,9796.0,24687.0
"Cape Girardeau County, Missouri",24083.0,29,31,2009,14308.0,29724.0,22220.0,,16086.0,9728.0,24187.0,13135.0,23229.0
"Carroll County, Missouri",24531.0,29,33,2009,6867.0,,,,,4757.0,24725.0,7515.0,23887.0
"Carter County, Missouri",14981.0,29,35,2009,,9399.0,,,14470.0,5932.0,15084.0,7011.0,14667.0
"Cass County, Missouri",26322.0,29,37,2009,22566.0,21788.0,23208.0,7873.0,15968.0,11060.0,26435.0,18048.0,25740.0
"Cedar County, Missouri",16324.0,29,39,2009,,29334.0,6696.0,,,10670.0,16274.0,16327.0,16370.0
"Chariton County, Missouri",20631.0,29,41,2009,10171.0,20733.0,3583.0,,,23658.0,20709.0,12472.0,20291.0
"Christian County, Missouri",23269.0,29,43,2009,24696.0,19344.0,39474.0,,18508.0,10531.0,23391.0,15421.0,23095.0
"Clark County, Missouri",22874.0,29,45,2009,6529.0,24600.0,3800.0,,1842.0,27540.0,22874.0,1591.0,22825.0
"Clay County, Missouri",28742.0,29,47,2009,20309.0,21990.0,23288.0,5411.0,21141.0,14874.0,29157.0,19138.0,27828.0
"Clinton County, Missouri",24382.0,29,49,2009,17490.0,22098.0,32655.0,,10826.0,18762.0,24587.0,13166.0,24130.0
"Cole County, Missouri",27625.0,29,51,2009,13141.0,11758.0,30146.0,14645.0,9121.0,17041.0,27757.0,11683.0,25775.0
"Cooper County, Missouri",19608.0,29,53,2009,11288.0,4297.0,,,9831.0,8598.0,19711.0,8649.0,18556.0
"Crawford County, Missouri",17108.0,29,55,2009,,12735.0,28452.0,,,14161.0,17203.0,10345.0,17032.0
"Dade County, Missouri",16905.0,29,57,2009,22960.0,4426.0,,,,13271.0,16993.0,10021.0,16763.0
"Dallas County, Missouri",17215.0,29,59,2009,,14872.0,,9200.0,,9813.0,17364.0,8552.0,17008.0
"Daviess County, Missouri",21109.0,29,61,2009,30857.0,16842.0,,,16425.0,9204.0,21109.0,12983.0,20935.0
"DeKalb County, Missouri",19054.0,29,63,2009,6033.0,5155.0,285303.0,,16661.0,5959.0,19186.0,1753.0,20237.0
"Dent County, Missouri",17501.0,29,65,2009,16152.0,16962.0,14644.0,,5920.0,17753.0,17577.0,6261.0,17438.0
"Douglas County, Missouri",15425.0,29,67,2009,,7807.0,,,,4518.0,15423.0,15628.0,15283.0
"Dunklin County, Missouri",17431.0,29,69,2009,9028.0,10473.0,8976.0,19382.0,5581.0,4856.0,17926.0,5897.0,16378.0
"Franklin County, Missouri",23704.0,29,71,2009,15954.0,12427.0,20699.0,,13282.0,12228.0,23814.0,12321.0,23469.0
"Gasconade County, Missouri",20770.0,29,73,2009,,7812.0,82182.0,,58413.0,13717.0,20800.0,22416.0,20788.0
"Gentry County, Missouri",19651.0,29,75,2009,324.0,24539.0,,,,9961.0,19734.0,8198.0,19574.0
"Greene County, Missouri",23936.0,29,77,2009,14067.0,35644.0,20885.0,3435.0,12461.0,11171.0,24109.0,12697.0,23282.0
"Grundy County, Missouri",18766.0,29,79,2009,,15419.0,,,2891.0,7188.0,18755.0,14077.0,18432.0
"Harrison County, Missouri",18324.0,29,81,2009,,15113.0,5500.0,,24826.0,85060.0,18454.0,11305.0,18757.0
"Henry County, Missouri",21682.0,29,83,2009,17138.0,27115.0,16421.0,,6244.0,10061.0,21777.0,14036.0,21395.0
"Hickory County, Missouri",18520.0,29,85,2009,450.0,14592.0,,,,11593.0,18542.0,15000.0,17567.0
"Holt County, Missouri",22663.0,29,87,2009,,14250.0,16823.0,,,16000.0,22684.0,14148.0,22566.0
"Howard County, Missouri",20474.0,29,89,2009,12011.0,2835.0,13378.0,,,8499.0,20514.0,9717.0,19625.0
"Howell County, Missouri",16695.0,29,91,2009,15288.0,13169.0,28410.0,488.0,6303.0,9978.0,16792.0,9150.0,16591.0
"Iron County, Missouri",16997.0,29,93,2009,4371.0,,118972.0,,,23965.0,16980.0,29678.0,17073.0
"Jackson County, Missouri",28500.0,29,95,2009,16546.0,23200.0,22797.0,18297.0,13552.0,10604.0,29411.0,13081.0,24817.0
"Jasper County, Missouri",20072.0,29,97,2009,11033.0,16633.0,27159.0,12073.0,9662.0,9215.0,20620.0,7954.0,19513.0
"Jefferson County, Missouri",24867.0,29,99,2009,16463.0,18303.0,26607.0,80133.0,14114.0,13942.0,24959.0,16212.0,24609.0
"Johnson County, Missouri",19852.0,29,101,2009,13645.0,21093.0,17944.0,15143.0,16041.0,21804.0,19795.0,17415.0,19567.0
"Knox County, Missouri",18509.0,29,103,2009,22900.0,,,,,4394.0,18509.0,16933.0,18434.0
"Laclede County, Missouri",19845.0,29,105,2009,30153.0,25985.0,17667.0,,12026.0,11478.0,19966.0,8641.0,19768.0
"Lafayette County, Missouri",22965.0,29,107,2009,15735.0,20916.0,10100.0,,50524.0,18312.0,23147.0,12443.0,22733.0
"Lawrence County, Missouri",18301.0,29,109,2009,5763.0,15217.0,30030.0,,18810.0,13820.0,18705.0,7950.0,18164.0
"Lewis County, Missouri",19084.0,29,111,2009,9225.0,104559.0,28281.0,,,7207.0,19168.0,3751.0,18916.0
"Lincoln County, Missouri",21413.0,29,113,2009,15113.0,28129.0,9921.0,,22492.0,5930.0,21460.0,17812.0,20989.0
"Linn County, Missouri",21760.0,29,115,2009,11802.0,,9441.0,,1087.0,9151.0,21840.0,13952.0,21256.0
"Livingston County, Missouri",21285.0,29,117,2009,6283.0,22852.0,,,,15176.0,21354.0,15836.0,20786.0
"McDonald County, Missouri",17110.0,29,119,2009,9136.0,13133.0,14361.0,2426.0,10518.0,30979.0,17766.0,10190.0,17056.0
"Macon County, Missouri",18649.0,29,121,2009,12948.0,14269.0,,,1721.0,8041.0,18712.0,8912.0,18298.0
"Madison County, Missouri",16952.0,29,123,2009,30770.0,32247.0,14770.0,,6444.0,11758.0,17008.0,6261.0,16876.0
"Maries County, Missouri",19070.0,29,125,2009,8376.0,,,,6082.0,,19079.0,4894.0,18809.0
"Marion County, Missouri",20077.0,29,127,2009,12815.0,19841.0,26400.0,15728.0,7108.0,10412.0,20178.0,7649.0,19520.0
"Mercer County, Missouri",20056.0,29,129,2009,26100.0,,,,,12429.0,20009.0,24211.0,20032.0
"Miller County, Missouri",17869.0,29,131,2009,8624.0,16624.0,23392.0,,13734.0,9247.0,17959.0,7991.0,17708.0
"Mississippi County, Missouri",19031.0,29,133,2009,7090.0,6572.0,,,6190.0,3648.0,19212.0,11164.0,16350.0
"Moniteau County, Missouri",20105.0,29,135,2009,2962.0,6647.0,19904.0,,16196.0,10187.0,20286.0,9999.0,19144.0
"Monroe County, Missouri",20335.0,29,137,2009,12713.0,12500.0,,,,16338.0,20423.0,8683.0,19953.0
"Montgomery County, Missouri",20212.0,29,139,2009,16955.0,,3452.0,,,7296.0,20235.0,21919.0,19913.0
"Morgan County, Missouri",19113.0,29,141,2009,32952.0,3870.0,38017.0,,,10151.0,19241.0,9022.0,18962.0
"New Madrid County, Missouri",19833.0,29,143,2009,9667.0,4117.0,59052.0,,19979.0,15695.0,19918.0,13414.0,18412.0
"Newton County, Missouri",21503.0,29,145,2009,24953.0,18281.0,17935.0,7618.0,10470.0,11728.0,21649.0,12294.0,20947.0
"Nodaway County, Missouri",19592.0,29,147,2009,3696.0,8058.0,41563.0,,6432.0,16372.0,19701.0,8609.0,19411.0
"Oregon County, Missouri",15203.0,29,149,2009,,7665.0,,,,11054.0,15186.0,10984.0,14717.0
"Osage County, Missouri",21540.0,29,151,2009,7076.0,,,,,7069.0,21386.0,36236.0,21326.0
"Ozark County, Missouri",16494.0,29,153,2009,,8473.0,,,24319.0,15616.0,16548.0,18560.0,16438.0
"Pemiscot County, Missouri",19079.0,29,155,2009,7279.0,8536.0,17673.0,,16150.0,4791.0,19136.0,10289.0,15866.0
"Perry County, Missouri",21851.0,29,157,2009,12100.0,,53280.0,,,5182.0,21870.0,20246.0,21767.0
"Pettis County, Missouri",19515.0,29,159,2009,20099.0,9753.0,23776.0,,7950.0,7472.0,20065.0,7198.0,18884.0
"Phelps County, Missouri",21273.0,29,161,2009,13686.0,13052.0,15774.0,,15201.0,11438.0,21425.0,10613.0,20754.0
"Pike County, Missouri",19744.0,29,163,2009,11256.0,21534.0,4484.0,,,6052.0,20059.0,8970.0,18729.0
"Platte County, Missouri",35147.0,29,165,2009,22582.0,22130.0,25045.0,15483.0,20718.0,14027.0,35601.0,19443.0,33689.0
"Polk County, Missouri",18312.0,29,167,2009,2210.0,14506.0,6317.0,,3001.0,11809.0,18425.0,7031.0,17595.0
"Pulaski County, Missouri",19501.0,29,169,2009,20521.0,19007.0,20077.0,12417.0,10122.0,7237.0,19784.0,11662.0,18982.0
"Putnam County, Missouri",20244.0,29,171,2009,,8753.0,48092.0,18280.0,,,20171.0,37023.0,20422.0
"Ralls County, Missouri",21306.0,29,173,2009,22865.0,11259.0,9284.0,,,8706.0,21307.0,18963.0,21089.0
"Randolph County, Missouri",17617.0,29,175,2009,8514.0,20696.0,17152.0,,2637.0,5289.0,17675.0,12538.0,16699.0
"Ray County, Missouri",24323.0,29,177,2009,16078.0,29571.0,7539.0,,24089.0,15400.0,24439.0,16841.0,24040.0
"Reynolds County, Missouri",17563.0,29,179,2009,1112.0,18033.0,,,,20405.0,17630.0,1992.0,17506.0
"Ripley County, Missouri",15873.0,29,181,2009,8711.0,5127.0,,,,10833.0,16006.0,3961.0,15602.0
"St. Charles County, Missouri",31279.0,29,183,2009,22881.0,49788.0,26117.0,8933.0,19214.0,12651.0,31469.0,18583.0,30517.0
"St. Clair County, Missouri",18195.0,29,185,2009,,17988.0,,,,12495.0,18189.0,19846.0,17979.0
"Ste. Genevieve County, Missouri",22028.0,29,186,2009,11342.0,52100.0,,,25756.0,18972.0,22008.0,23654.0,21970.0
"St. Francois County, Missouri",18899.0,29,187,2009,2904.0,14910.0,22825.0,,6898.0,12105.0,19003.0,7468.0,18224.0
"St. Louis County, Missouri",38019.0,29,189,2009,18398.0,32677.0,33982.0,25505.0,18250.0,13465.0,38292.0,22093.0,33236.0
"Saline County, Missouri",19591.0,29,195,2009,10957.0,14499.0,21220.0,755.0,14727.0,9843.0,20002.0,11832.0,18779.0
"Schuyler County, Missouri",19075.0,29,197,2009,63.0,14883.0,,,,8700.0,19075.0,,18912.0
"Scotland County, Missouri",19917.0,29,199,2009,,,,,,19766.0,19919.0,15363.0,19916.0
"Scott County, Missouri",20335.0,29,201,2009,10572.0,18399.0,14201.0,,7006.0,8860.0,20487.0,8849.0,19026.0
"Shannon County, Missouri",14837.0,29,203,2009,,15272.0,3015.0,,,5853.0,14903.0,7696.0,14548.0
"Shelby County, Missouri",17707.0,29,205,2009,,15471.0,,,,10332.0,17752.0,13704.0,17695.0
"Stoddard County, Missouri",19458.0,29,207,2009,8227.0,9104.0,,,,7472.0,19534.0,11997.0,19080.0
"Stone County, Missouri",21442.0,29,209,2009,,21692.0,30343.0,,6571.0,15300.0,21496.0,9619.0,20691.0
"Sullivan County, Missouri",16823.0,29,211,2009,,4647.0,,,11274.0,7988.0,17508.0,11258.0,16332.0
"Taney County, Missouri",21165.0,29,213,2009,22356.0,13912.0,10703.0,,13114.0,16581.0,20976.0,19712.0,20855.0
"Texas County, Missouri",16387.0,29,215,2009,1341.0,16398.0,30341.0,,6254.0,10275.0,16367.0,12437.0,15785.0
"Vernon County, Missouri",17872.0,29,217,2009,2643.0,12723.0,22263.0,,5060.0,9738.0,17996.0,5520.0,17602.0
"Warren County, Missouri",24367.0,29,219,2009,17688.0,11930.0,7089.0,,12993.0,9459.0,24448.0,12795.0,23702.0
"Washington County, Missouri",16733.0,29,221,2009,667.0,17076.0,,,11393.0,3871.0,16768.0,7074.0,16081.0
"Wayne County, Missouri",16200.0,29,223,2009,15304.0,13590.0,,,,5417.0,16175.0,33961.0,16042.0
"Webster County, Missouri",17671.0,29,225,2009,784.0,19458.0,18069.0,,10904.0,10392.0,17792.0,8991.0,17332.0
"Worth County, Missouri",18346.0,29,227,2009,,,,,,25107.0,18346.0,,18306.0
"Wright County, Missouri",17291.0,29,229,2009,11045.0,37153.0,,,4024.0,16489.0,17357.0,4344.0,17209.0
"St. Louis city, Missouri",28638.0,29,510,2009,13704.0,15839.0,20932.0,24232.0,15534.0,12358.0,29086.0,17039.0,20818.0
"Adams County, Mississippi",26620.0,28,1,2009,12215.0,16821.0,,,,44766.0,26836.0,11968.0,18479.0
"Alcorn County, Mississippi",19265.0,28,3,2009,11175.0,,29723.0,,25678.0,9948.0,19271.0,18670.0,18277.0
"Amite County, Mississippi",21682.0,28,5,2009,10153.0,2485.0,,,,15009.0,21589.0,48058.0,16595.0
"Attala County, Mississippi",21974.0,28,7,2009,12425.0,,20404.0,,6470.0,9486.0,22054.0,9149.0,17764.0
"Benton County, Mississippi",16081.0,28,9,2009,11073.0,,,,,,16146.0,,14157.0
"Bolivar County, Mississippi",27379.0,28,11,2009,9100.0,7900.0,25722.0,,11420.0,5063.0,27456.0,5101.0,15051.0
"Calhoun County, Mississippi",17321.0,28,13,2009,11126.0,,,,6407.0,19397.0,17739.0,9464.0,15458.0
"Carroll County, Mississippi",19920.0,28,15,2009,9297.0,,,,,,19884.0,22846.0,16644.0
"Chickasaw County, Mississippi",19701.0,28,17,2009,11129.0,14097.0,14294.0,,15881.0,1061.0,20217.0,11435.0,15932.0
"Choctaw County, Mississippi",20892.0,28,19,2009,8453.0,,30614.0,,,,20892.0,,16921.0
"Claiborne County, Mississippi",24152.0,28,21,2009,10167.0,,,,,4319.0,24152.0,,12179.0
"Clarke County, Mississippi",20264.0,28,23,2009,11643.0,,29055.0,,,4017.0,20264.0,7831.0,17158.0
"Clay County, Mississippi",23152.0,28,25,2009,11278.0,,11965.0,,,13128.0,23187.0,,16194.0
"Coahoma County, Mississippi",30885.0,28,27,2009,10143.0,7610.0,21783.0,,7273.0,5272.0,28586.0,56403.0,15148.0
"Copiah County, Mississippi",22499.0,28,29,2009,11383.0,18070.0,27559.0,,7156.0,34102.0,22551.0,9364.0,16720.0
"Covington County, Mississippi",20304.0,28,31,2009,10626.0,6133.0,26360.0,,1830.0,6246.0,20343.0,8495.0,16675.0
"DeSoto County, Mississippi",26620.0,28,33,2009,17721.0,20753.0,25316.0,10217.0,16666.0,9266.0,27078.0,13587.0,24435.0
"Forrest County, Mississippi",22522.0,28,35,2009,11617.0,15777.0,19531.0,,7637.0,9259.0,22756.0,9705.0,18374.0
"Franklin County, Mississippi",28748.0,28,37,2009,10703.0,7475.0,,,,,28756.0,,21866.0
"George County, Mississippi",19604.0,28,39,2009,8941.0,,6157.0,,,15521.0,19216.0,31595.0,18505.0
"Greene County, Mississippi",16158.0,28,41,2009,9138.0,,,,12938.0,5715.0,16142.0,15066.0,14117.0
"Grenada County, Mississippi",22525.0,28,43,2009,12171.0,,22150.0,,12913.0,71478.0,22668.0,9455.0,18296.0
"Hancock County, Mississippi",23162.0,28,45,2009,12223.0,35003.0,9879.0,22199.0,20136.0,15243.0,23329.0,15248.0,22168.0
"Harrison County, Mississippi",25475.0,28,47,2009,15329.0,18439.0,17975.0,12208.0,13178.0,13187.0,25725.0,15165.0,22444.0
"Hinds County, Mississippi",34138.0,28,49,2009,14628.0,17533.0,20388.0,264.0,10998.0,17482.0,34441.0,14118.0,20992.0
"Holmes County, Mississippi",22317.0,28,51,2009,9101.0,1230.0,245598.0,,2774.0,6802.0,22317.0,1850.0,11914.0
"Humphreys County, Mississippi",28084.0,28,53,2009,8787.0,6264.0,,,,,28102.0,25442.0,13490.0
"Issaquena County, Mississippi",17972.0,28,55,2009,7041.0,,,,,,17972.0,,11275.0
"Itawamba County, Mississippi",20133.0,28,57,2009,9823.0,,21264.0,,6183.0,12413.0,20161.0,12309.0,19283.0
"Jackson County, Mississippi",25232.0,28,59,2009,13350.0,19842.0,20526.0,,16188.0,12320.0,25465.0,18162.0,22256.0
"Jasper County, Mississippi",22634.0,28,61,2009,12084.0,16612.0,,,,11268.0,22646.0,17535.0,17015.0
"Jefferson County, Mississippi",33294.0,28,63,2009,10350.0,,,,,,33294.0,,13388.0
"Jefferson Davis County, Mississippi",18905.0,28,65,2009,12493.0,,2674.0,,,11989.0,18920.0,16026.0,14915.0
"Jones County, Mississippi",21301.0,28,67,2009,10772.0,12323.0,69111.0,,10547.0,4690.0,21570.0,11323.0,18115.0
"Kemper County, Mississippi",21920.0,28,69,2009,10830.0,10784.0,5257.0,,,69.0,21979.0,,14805.0
"Lafayette County, Mississippi",24176.0,28,71,2009,12095.0,4594.0,15982.0,,13654.0,8973.0,24053.0,22683.0,20768.0
"Lamar County, Mississippi",25812.0,28,73,2009,14516.0,12886.0,16576.0,,17030.0,10685.0,25970.0,9030.0,23773.0
"Lauderdale County, Mississippi",25388.0,28,75,2009,11907.0,20160.0,28757.0,,5644.0,7669.0,25476.0,17327.0,19725.0
"Lawrence County, Mississippi",21479.0,28,77,2009,12637.0,,,,,10433.0,21611.0,8178.0,18606.0
"Leake County, Mississippi",19300.0,28,79,2009,9955.0,12002.0,10149.0,,3226.0,5637.0,19334.0,4995.0,14748.0
"Lee County, Mississippi",25361.0,28,81,2009,11268.0,17895.0,21101.0,,7329.0,10069.0,25425.0,13396.0,21365.0
"Leflore County, Mississippi",23905.0,28,83,2009,8630.0,,32830.0,,5433.0,7754.0,24098.0,8106.0,12699.0
"Lincoln County, Mississippi",23294.0,28,85,2009,12852.0,77798.0,,,,13695.0,23326.0,17645.0,20147.0
"Lowndes County, Mississippi",26532.0,28,87,2009,12372.0,19550.0,10202.0,,2949.0,27347.0,26938.0,10528.0,20292.0
"Madison County, Mississippi",40741.0,28,89,2009,15773.0,9745.0,27573.0,,27749.0,16295.0,41152.0,17624.0,30930.0
"Marion County, Mississippi",20143.0,28,91,2009,9044.0,,100411.0,,19302.0,11314.0,20175.0,15588.0,16502.0
"Marshall County, Mississippi",20260.0,28,93,2009,11481.0,5010.0,7322.0,,7449.0,6963.0,20327.0,8479.0,15685.0
"Monroe County, Mississippi",21762.0,28,95,2009,10888.0,5982.0,,,,9044.0,21802.0,17085.0,18276.0
"Montgomery County, Mississippi",22027.0,28,97,2009,10415.0,,37665.0,,,17652.0,22027.0,2954.0,16707.0
"Neshoba County, Mississippi",20643.0,28,99,2009,12136.0,12220.0,13782.0,,1210.0,7708.0,20808.0,11320.0,17371.0
"Newton County, Mississippi",19828.0,28,101,2009,10702.0,8769.0,,,12658.0,9619.0,19785.0,16463.0,16484.0
"Noxubee County, Mississippi",20277.0,28,103,2009,10630.0,,,,,1523.0,20277.0,19950.0,13123.0
"Oktibbeha County, Mississippi",22718.0,28,105,2009,11836.0,,25706.0,,12614.0,9743.0,22774.0,16481.0,18600.0
"Panola County, Mississippi",20709.0,28,107,2009,11363.0,17438.0,44734.0,,9335.0,4718.0,20788.0,8973.0,16071.0
"Pearl River County, Mississippi",20286.0,28,109,2009,15007.0,11829.0,10225.0,,18325.0,9575.0,20382.0,14965.0,19415.0
"Perry County, Mississippi",18521.0,28,111,2009,11729.0,,,,34909.0,4579.0,18521.0,,16863.0
"Pike County, Mississippi",23568.0,28,113,2009,11140.0,16949.0,12447.0,,6193.0,18152.0,23647.0,19759.0,17385.0
"Pontotoc County, Mississippi",18878.0,28,115,2009,12315.0,10472.0,8111.0,,7251.0,5526.0,18969.0,7738.0,17482.0
"Prentiss County, Mississippi",17576.0,28,117,2009,11428.0,60335.0,2552.0,,,1258.0,17731.0,5103.0,16678.0
"Quitman County, Mississippi",20084.0,28,119,2009,9606.0,,10793.0,,17322.0,,20084.0,17322.0,12722.0
"Rankin County, Mississippi",28976.0,28,121,2009,15347.0,11416.0,21773.0,,15805.0,12667.0,29086.0,17607.0,25971.0
"Scott County, Mississippi",18905.0,28,123,2009,11333.0,28829.0,,,9527.0,3447.0,18345.0,18596.0,15625.0
"Sharkey County, Mississippi",32447.0,28,125,2009,9102.0,,,,,,32447.0,,15503.0
"Simpson County, Mississippi",22370.0,28,127,2009,10934.0,,,,,10340.0,22473.0,5835.0,18112.0
"Smith County, Mississippi",20438.0,28,129,2009,9296.0,,,,5249.0,,20516.0,5483.0,17611.0
"Stone County, Mississippi",22764.0,28,131,2009,8470.0,7070.0,,,1108.0,10682.0,22838.0,13813.0,19745.0
"Sunflower County, Mississippi",20125.0,28,133,2009,8549.0,17454.0,15585.0,,11267.0,1441.0,20390.0,11037.0,11666.0
"Tallahatchie County, Mississippi",18002.0,28,135,2009,9157.0,,33275.0,,6085.0,,18060.0,9344.0,12664.0
"Tate County, Mississippi",21373.0,28,137,2009,10355.0,,30633.0,,15070.0,9485.0,21439.0,13996.0,17848.0
"Tippah County, Mississippi",16735.0,28,139,2009,11974.0,,,,11899.0,4753.0,16979.0,11195.0,15682.0
"Tishomingo County, Mississippi",17013.0,28,141,2009,14154.0,,28328.0,,12724.0,10963.0,17127.0,12831.0,16892.0
"Tunica County, Mississippi",23474.0,28,143,2009,11366.0,11872.0,25008.0,,,17753.0,25166.0,10751.0,14818.0
"Union County, Mississippi",19194.0,28,145,2009,12091.0,12769.0,,,7470.0,10997.0,19404.0,7130.0,17765.0
"Walthall County, Mississippi",20386.0,28,147,2009,10304.0,6665.0,61900.0,,8677.0,9409.0,20433.0,7769.0,15701.0
"Warren County, Mississippi",28182.0,28,149,2009,14025.0,10279.0,13040.0,,10675.0,16849.0,28407.0,10806.0,21228.0
"Washington County, Mississippi",26815.0,28,151,2009,10859.0,31561.0,32627.0,,15191.0,11397.0,27247.0,11376.0,16018.0
"Wayne County, Mississippi",20045.0,28,153,2009,10805.0,,37255.0,12072.0,,,20067.0,39639.0,16449.0
"Webster County, Mississippi",18311.0,28,155,2009,9036.0,13971.0,,,11050.0,9104.0,18307.0,11858.0,16294.0
"Wilkinson County, Mississippi",23404.0,28,157,2009,9083.0,,,,,19591.0,23681.0,5287.0,13426.0
"Winston County, Mississippi",21331.0,28,159,2009,11659.0,370.0,,,29400.0,,21366.0,17210.0,16669.0
"Yalobusha County, Mississippi",19905.0,28,161,2009,10113.0,,,,,,19967.0,2448.0,15918.0
"Yazoo County, Mississippi",22757.0,28,163,2009,9120.0,5001.0,7584.0,,7610.0,6040.0,23201.0,5240.0,14328.0
"Beaverhead County, Montana",20228.0,30,1,2009,1023.0,9150.0,12427.0,,11967.0,6946.0,20426.0,8171.0,19572.0
"Big Horn County, Montana",22460.0,30,3,2009,,10826.0,7622.0,,,9209.0,22557.0,8513.0,14723.0
"Blaine County, Montana",23516.0,30,5,2009,,10342.0,,,,22847.0,23574.0,3565.0,16858.0
"Broadwater County, Montana",20978.0,30,7,2009,,,,,,,21002.0,,20490.0
"Carbon County, Montana",25161.0,30,9,2009,,7974.0,22772.0,,12218.0,50505.0,25514.0,8861.0,25123.0
"Carter County, Montana",22935.0,30,11,2009,,,,,,,22935.0,,22737.0
"Cascade County, Montana",23754.0,30,13,2009,10335.0,10799.0,23430.0,,17859.0,12030.0,23870.0,17129.0,22585.0
"Chouteau County, Montana",23039.0,30,15,2009,,8841.0,,20276.0,,3076.0,23093.0,2580.0,20518.0
"Custer County, Montana",21488.0,30,17,2009,,25447.0,43510.0,,,21062.0,21380.0,30222.0,21433.0
"Daniels County, Montana",25475.0,30,19,2009,,3007.0,,,,,25482.0,,24202.0
"Dawson County, Montana",24143.0,30,21,2009,1559.0,10321.0,,,,18012.0,24299.0,14655.0,23477.0
"Deer Lodge County, Montana",21596.0,30,23,2009,4326.0,6876.0,14852.0,,,13618.0,21493.0,23931.0,20572.0
"Fallon County, Montana",27491.0,30,25,2009,,,10204.0,,,23430.0,27552.0,31191.0,27391.0
"Fergus County, Montana",20970.0,30,27,2009,,15384.0,11969.0,,5804.0,,21027.0,9828.0,20560.0
"Flathead County, Montana",24034.0,30,29,2009,33521.0,12158.0,14036.0,17141.0,27036.0,14343.0,24243.0,10162.0,23612.0
"Gallatin County, Montana",26555.0,30,31,2009,9133.0,15394.0,14307.0,14646.0,16520.0,13925.0,26672.0,15973.0,25921.0
"Garfield County, Montana",21155.0,30,33,2009,,,,,,,21155.0,,21151.0
"Glacier County, Montana",26110.0,30,35,2009,12941.0,12297.0,,,,12213.0,26664.0,9505.0,16904.0
"Golden Valley County, Montana",18604.0,30,37,2009,,638.0,,,,16450.0,18604.0,,18321.0
"Granite County, Montana",20604.0,30,39,2009,,17864.0,,,6283.0,5621.0,20641.0,3427.0,20503.0
"Hill County, Montana",24928.0,30,41,2009,6714.0,11729.0,25600.0,,,17269.0,24991.0,23993.0,21760.0
"Jefferson County, Montana",25252.0,30,43,2009,3388.0,26754.0,46539.0,,457.0,8121.0,25442.0,3865.0,24660.0
"Judith Basin County, Montana",25647.0,30,45,2009,,,8825.0,,,,25647.0,,25442.0
"Lake County, Montana",22092.0,30,47,2009,31455.0,13169.0,4975.0,,10354.0,9055.0,22280.0,10776.0,19357.0
"Lewis and Clark County, Montana",25797.0,30,49,2009,7388.0,19845.0,74109.0,17257.0,18012.0,13070.0,26002.0,12029.0,25745.0
"Liberty County, Montana",18229.0,30,51,2009,,,,,,,18229.0,,18213.0
"Lincoln County, Montana",18600.0,30,53,2009,2105.0,15312.0,9528.0,,,5822.0,18803.0,8724.0,18224.0
"McCone County, Montana",21990.0,30,55,2009,,633.0,,,,17444.0,21990.0,,21632.0
"Madison County, Montana",22973.0,30,57,2009,17625.0,36054.0,4103.0,,9237.0,15947.0,23203.0,11384.0,22768.0
"Meagher County, Montana",19148.0,30,59,2009,,,,,4649.0,,19083.0,13335.0,18866.0
"Mineral County, Montana",19578.0,30,61,2009,,1849.0,3009.0,,,17576.0,19896.0,2824.0,18787.0
"Missoula County, Montana",24266.0,30,63,2009,5550.0,11264.0,15215.0,15419.0,15987.0,18169.0,24438.0,14782.0,23551.0
"Musselshell County, Montana",19470.0,30,65,2009,,,,,,1352.0,19586.0,4214.0,19164.0
"Park County, Montana",23692.0,30,67,2009,,12029.0,28300.0,60657.0,5603.0,14555.0,23783.0,12119.0,23289.0
"Petroleum County, Montana",22571.0,30,69,2009,,,,,,,22847.0,5963.0,22168.0
"Phillips County, Montana",23779.0,30,71,2009,,17103.0,,,,11480.0,23455.0,31523.0,22538.0
"Pondera County, Montana",20314.0,30,73,2009,19677.0,10022.0,,,,22432.0,20327.0,2509.0,18431.0
"Powder River County, Montana",20149.0,30,75,2009,,8181.0,,,,9842.0,20135.0,36026.0,20064.0
"Powell County, Montana",18767.0,30,77,2009,34239.0,7844.0,19727.0,,,7474.0,18753.0,13105.0,18039.0
