NAME,B19202B_001E,state,county,year,B19202C_001E,B19202D_001E,B19202F_001E,B19202G_001E,B19202H_001E,B19202I_001E
"Sullivan County, New York",25386.0,36,105,2018,,,,25805.0,33090.0,18253.0
"Mitchell County, North Carolina",,37,121,2018,,,,,21788.0,18375.0
"Genesee County, New York",27051.0,36,37,2018,27059.0,,31250.0,30763.0,31895.0,31084.0
"Orange County, New York",33852.0,36,71,2018,,57877.0,23694.0,39361.0,42104.0,30453.0
"Greene County, North Carolina",20919.0,37,79,2018,,,,,24413.0,
"Chowan County, North Carolina",14085.0,37,41,2018,,,,,39167.0,
"Caldwell County, North Carolina",14531.0,37,27,2018,,,31439.0,75250.0,21653.0,26061.0
"Catawba County, North Carolina",16337.0,37,35,2018,,25927.0,23429.0,67969.0,29088.0,23393.0
"Craven County, North Carolina",16920.0,37,49,2018,,26471.0,,24762.0,35164.0,40764.0
"Edgecombe County, North Carolina",16230.0,37,65,2018,,76250.0,,,20545.0,25745.0
"Harnett County, North Carolina",21953.0,37,85,2018,45099.0,,25208.0,41000.0,31922.0,26626.0
"Henderson County, North Carolina",28636.0,37,89,2018,,30430.0,,,32148.0,19155.0
"Hyde County, North Carolina",36281.0,37,95,2018,,,,,19583.0,
"Mecklenburg County, North Carolina",34172.0,37,119,2018,23571.0,58611.0,32599.0,49621.0,53884.0,37563.0
"Northampton County, North Carolina",16471.0,37,131,2018,,,,,33375.0,
"Rowan County, North Carolina",22257.0,37,159,2018,,,40461.0,30069.0,28155.0,31455.0
"Vance County, North Carolina",18082.0,37,181,2018,,,34408.0,,22856.0,26953.0
"Currituck County, North Carolina",57833.0,37,53,2018,,,,,35399.0,63824.0
"Union County, North Carolina",27863.0,37,179,2018,,80938.0,,50323.0,37013.0,47273.0
"Forsyth County, North Carolina",22958.0,37,67,2018,15071.0,51636.0,31023.0,26250.0,37285.0,25274.0
"Nash County, North Carolina",20391.0,37,127,2018,25163.0,26005.0,27928.0,15307.0,27256.0,24342.0
"Bladen County, North Carolina",13576.0,37,17,2018,,,,26535.0,22604.0,22337.0
"Dare County, North Carolina",32766.0,37,55,2018,,,,,38281.0,39315.0
"Warren County, North Carolina",17425.0,37,185,2018,12500.0,,,,30288.0,
"Wilson County, North Carolina",21224.0,37,195,2018,,61136.0,21412.0,,29903.0,21344.0
"Bertie County, North Carolina",15902.0,37,15,2018,,,,8938.0,21242.0,
"Gates County, North Carolina",36373.0,37,73,2018,,,,,40014.0,
"Graham County, North Carolina",,37,75,2018,,,,,20690.0,
"Martin County, North Carolina",16433.0,37,117,2018,,,,60114.0,27670.0,29598.0
"Madison County, North Carolina",,37,115,2018,,,,,22429.0,
"Pamlico County, North Carolina",13094.0,37,137,2018,,,,,29688.0,87656.0
"Perquimans County, North Carolina",13297.0,37,143,2018,,,,,33487.0,
"Polk County, North Carolina",19223.0,37,149,2018,,,,,33750.0,77981.0
"Randolph County, North Carolina",20147.0,37,151,2018,2499.0,,21667.0,14602.0,25802.0,29541.0
"Rockingham County, North Carolina",19070.0,37,157,2018,24032.0,,,14708.0,25635.0,15417.0
"Stokes County, North Carolina",34643.0,37,169,2018,46168.0,,,30526.0,22700.0,30384.0
"Washington County, North Carolina",11900.0,37,187,2018,,,,,33036.0,
"Camden County, North Carolina",,37,29,2018,,,,,34958.0,
"Clay County, North Carolina",,37,43,2018,,,,,25975.0,
"Cumberland County, North Carolina",26935.0,37,51,2018,21188.0,28848.0,32386.0,29527.0,36018.0,31066.0
"Gaston County, North Carolina",23607.0,37,71,2018,,,30864.0,54150.0,28717.0,31239.0
"Guilford County, North Carolina",25610.0,37,81,2018,24545.0,33250.0,30094.0,28750.0,37861.0,31391.0
"Jackson County, North Carolina",43125.0,37,99,2018,23750.0,,,40945.0,27049.0,19792.0
"Moore County, North Carolina",20438.0,37,125,2018,,68400.0,7083.0,,35509.0,35893.0
"Robeson County, North Carolina",15863.0,37,155,2018,16306.0,36974.0,26713.0,13571.0,22981.0,26250.0
"Stanly County, North Carolina",15375.0,37,167,2018,,,,,29081.0,32899.0
"Wake County, North Carolina",39223.0,37,183,2018,32418.0,55750.0,35653.0,48750.0,51624.0,41062.0
"Yancey County, North Carolina",,37,199,2018,,,,,23660.0,15574.0
"Chatham County, North Carolina",16982.0,37,37,2018,,148750.0,24338.0,22500.0,37172.0,45167.0
"McDowell County, North Carolina",21379.0,37,111,2018,,,,20781.0,23295.0,
"Johnston County, North Carolina",22560.0,37,101,2018,,,,60956.0,33687.0,36633.0
"Jones County, North Carolina",14391.0,37,103,2018,,,,,19917.0,45547.0
"Person County, North Carolina",17430.0,37,145,2018,,,,41905.0,32078.0,
"Brunswick County, North Carolina",20388.0,37,19,2018,35388.0,36458.0,26484.0,26250.0,32382.0,27813.0
"Ashe County, North Carolina",,37,9,2018,,,28269.0,,20431.0,28365.0
"Beaufort County, North Carolina",13759.0,37,13,2018,,,,,25082.0,14991.0
"Lenoir County, North Carolina",18681.0,37,107,2018,26641.0,,,,25076.0,
"Rutherford County, North Carolina",16007.0,37,161,2018,45449.0,,26895.0,,22099.0,
"Lincoln County, North Carolina",15917.0,37,109,2018,,,37143.0,,30886.0,32292.0
"Onslow County, North Carolina",26547.0,37,133,2018,32171.0,,32854.0,24542.0,36974.0,35542.0
"Orange County, North Carolina",31035.0,37,135,2018,,30802.0,34032.0,54177.0,39797.0,37913.0
"Sampson County, North Carolina",16798.0,37,163,2018,22569.0,,39375.0,14345.0,24392.0,24545.0
"Yadkin County, North Carolina",30389.0,37,197,2018,,,,2499.0,25226.0,25428.0
"Avery County, North Carolina",,37,11,2018,,,,,21155.0,16115.0
"Burke County, North Carolina",25505.0,37,23,2018,85625.0,,18284.0,12841.0,24696.0,19491.0
"Caswell County, North Carolina",12493.0,37,33,2018,,,,8542.0,25259.0,
"Davie County, North Carolina",15714.0,37,59,2018,,,,,32995.0,
"Duplin County, North Carolina",13837.0,37,61,2018,,,27566.0,,22246.0,27544.0
"Durham County, North Carolina",31897.0,37,63,2018,19923.0,35686.0,40250.0,49152.0,50712.0,42204.0
"Lee County, North Carolina",16035.0,37,105,2018,58548.0,,,,33287.0,26007.0
"New Hanover County, North Carolina",18713.0,37,129,2018,,40905.0,,21759.0,37242.0,28132.0
"Wayne County, North Carolina",21924.0,37,191,2018,,38478.0,,24097.0,28750.0,24929.0
"Scotland County, North Carolina",16670.0,37,165,2018,15240.0,,86615.0,17589.0,22127.0,86615.0
"Halifax County, North Carolina",15586.0,37,83,2018,14688.0,11719.0,,21150.0,24684.0,
"Alamance County, North Carolina",23497.0,37,1,2018,,,27050.0,28044.0,28692.0,35693.0
"Burke County, North Dakota",,38,13,2018,,,,,40227.0,
"Mountrail County, North Dakota",,38,61,2018,33750.0,45000.0,,,46483.0,49145.0
"Williams County, North Dakota",37438.0,38,105,2018,65186.0,,,195893.0,60865.0,
"Billings County, North Dakota",,38,7,2018,,,,,43750.0,
"Kidder County, North Dakota",,38,43,2018,,,,,27750.0,
"Cavalier County, North Dakota",,38,19,2018,,,,,39554.0,
"Grant County, North Dakota",,38,37,2018,31875.0,,,,29602.0,
"Pembina County, North Dakota",,38,67,2018,40859.0,,,63092.0,30647.0,18472.0
"Steele County, North Dakota",,38,91,2018,,,,,45313.0,
"Hettinger County, North Dakota",,38,41,2018,,,,,30298.0,
"LaMoure County, North Dakota",,38,45,2018,,,,,43958.0,
"Morton County, North Dakota",,38,59,2018,46532.0,49609.0,58626.0,63381.0,40253.0,
"Cass County, North Dakota",17000.0,38,17,2018,18528.0,53750.0,,34063.0,39687.0,28641.0
"Dunn County, North Dakota",,38,25,2018,,,,,39779.0,
"Emmons County, North Dakota",,38,29,2018,,,,,21917.0,
"McIntosh County, North Dakota",,38,51,2018,,,,,32200.0,
"Nelson County, North Dakota",,38,63,2018,,,,53214.0,31295.0,39038.0
"Richland County, North Dakota",,38,77,2018,71250.0,,,112837.0,33250.0,36875.0
"Rolette County, North Dakota",,38,79,2018,17301.0,,,21488.0,30549.0,
"Walsh County, North Dakota",,38,99,2018,,,,,32556.0,63672.0
"Adams County, North Dakota",,38,1,2018,,,,,22614.0,
"Bottineau County, North Dakota",,38,9,2018,33438.0,,,,33661.0,
"Barnes County, North Dakota",,38,3,2018,,,,,31906.0,
"Eddy County, North Dakota",,38,27,2018,,,,24167.0,30881.0,
"Grand Forks County, North Dakota",26463.0,38,35,2018,,52500.0,36369.0,25417.0,31840.0,35357.0
"McKenzie County, North Dakota",,38,53,2018,,,,,63766.0,36105.0
"Mercer County, North Dakota",,38,57,2018,37059.0,,,,42530.0,
"McLean County, North Dakota",,38,55,2018,28750.0,,,91806.0,39000.0,93400.0
"Pierce County, North Dakota",,38,69,2018,,,,,27386.0,
"Ransom County, North Dakota",,38,73,2018,,,,,37193.0,
"Sioux County, North Dakota",,38,85,2018,17462.0,,,,36563.0,
"Bowman County, North Dakota",,38,11,2018,,,,,31250.0,
"Golden Valley County, North Dakota",,38,33,2018,,,,,34286.0,
"Logan County, North Dakota",,38,47,2018,,,,,36190.0,
"Towner County, North Dakota",,38,95,2018,,,,,26477.0,
"Stutsman County, North Dakota",28917.0,38,93,2018,,,,,36350.0,68355.0
"Divide County, North Dakota",,38,23,2018,,,,,24792.0,
"Foster County, North Dakota",,38,31,2018,,,,,38603.0,
"Sargent County, North Dakota",,38,81,2018,,,,,42125.0,
"Slope County, North Dakota",,38,87,2018,,,,,53125.0,
"Stark County, North Dakota",29144.0,38,89,2018,,,,31165.0,48715.0,30319.0
"Gallia County, Ohio",23021.0,39,53,2018,,,,11800.0,23782.0,
"Huron County, Ohio",,39,77,2018,,,,,30205.0,45179.0
"Athens County, Ohio",21696.0,39,9,2018,31964.0,2499.0,43542.0,18972.0,21964.0,21875.0
"Adams County, Ohio",,39,1,2018,,,,9980.0,17253.0,
"Medina County, Ohio",,39,103,2018,,35500.0,45435.0,37885.0,38248.0,37500.0
"Union County, Ohio",85625.0,39,159,2018,,98180.0,,30682.0,40941.0,
"Champaign County, Ohio",24375.0,39,21,2018,53125.0,,,37083.0,35171.0,
"Paulding County, Ohio",23438.0,39,125,2018,,,,8068.0,26985.0,40417.0
"Greene County, Ohio",30802.0,39,57,2018,2499.0,51351.0,,23925.0,39537.0,28125.0
"Franklin County, Ohio",28423.0,39,49,2018,36902.0,37656.0,37710.0,33525.0,46724.0,44655.0
"Marion County, Ohio",17961.0,39,101,2018,,,,18750.0,26892.0,14758.0
"Morgan County, Ohio",29583.0,39,115,2018,,,,29250.0,21023.0,
"Wayne County, Ohio",31143.0,39,169,2018,,93304.0,77292.0,26453.0,30973.0,52625.0
"Wyandot County, Ohio",,39,175,2018,,,,,28785.0,28482.0
"Butler County, Ohio",30023.0,39,17,2018,,,44323.0,42500.0,33570.0,32340.0
"Harrison County, Ohio",,39,67,2018,,,,,26237.0,
"Knox County, Ohio",,39,83,2018,,,,19792.0,30708.0,
"Richland County, Ohio",19835.0,39,139,2018,,14625.0,,,29800.0,
"Vinton County, Ohio",,39,163,2018,,,,16250.0,21831.0,
"Hancock County, Ohio",42606.0,39,63,2018,,,29052.0,26618.0,32077.0,28411.0
"Fairfield County, Ohio",31577.0,39,45,2018,,,,,31943.0,48077.0
"Defiance County, Ohio",37554.0,39,39,2018,,,25313.0,29214.0,34726.0,27857.0
"Henry County, Ohio",,39,69,2018,,,22917.0,50972.0,33690.0,23657.0
"Jefferson County, Ohio",15179.0,39,81,2018,,,7500.0,23105.0,25783.0,
"Putnam County, Ohio",,39,137,2018,,,43243.0,,32432.0,42862.0
"Clinton County, Ohio",23688.0,39,27,2018,,,,48382.0,29000.0,
"Fayette County, Ohio",60915.0,39,47,2018,,,,15938.0,29137.0,
"Pickaway County, Ohio",20227.0,39,129,2018,,,,,33383.0,
"Logan County, Ohio",,39,91,2018,,18205.0,,20469.0,31296.0,
"Summit County, Ohio",20436.0,39,153,2018,40694.0,27214.0,46250.0,35781.0,35770.0,23583.0
"Sandusky County, Ohio",17173.0,39,143,2018,,,13992.0,20909.0,30994.0,20793.0
"Shelby County, Ohio",,39,149,2018,,46739.0,,52500.0,34270.0,58846.0
"Cottonwood County, Minnesota",,27,33,2018,,14333.0,,,32654.0,28295.0
"Scott County, Minnesota",,27,139,2018,68650.0,33047.0,28088.0,32108.0,50132.0,65500.0
"Dodge County, Minnesota",,27,39,2018,,76000.0,,,39734.0,
"Wabasha County, Minnesota",9194.0,27,157,2018,,,,,34042.0,52500.0
"Pipestone County, Minnesota",,27,117,2018,,,,,27889.0,20833.0
"Crow Wing County, Minnesota",36100.0,27,35,2018,47847.0,,,,28750.0,
"Norman County, Minnesota",,27,107,2018,,,,,30291.0,13977.0
"Wright County, Minnesota",,27,171,2018,16458.0,,,33333.0,40557.0,26042.0
"Nicollet County, Minnesota",14719.0,27,103,2018,,,,,38410.0,66042.0
"Douglas County, Minnesota",13292.0,27,41,2018,,,,68071.0,33580.0,
"Grant County, Minnesota",,27,51,2018,,,,,31577.0,60357.0
"Kittson County, Minnesota",,27,69,2018,,,,,36346.0,
"Le Sueur County, Minnesota",,27,79,2018,,,,,38995.0,
"Mahnomen County, Minnesota",,27,87,2018,20288.0,,,38125.0,28173.0,
"Chisago County, Minnesota",,27,25,2018,,,,,44643.0,19432.0
"Redwood County, Minnesota",25625.0,27,127,2018,32917.0,13594.0,,30313.0,32238.0,13125.0
"Yellow Medicine County, Minnesota",10729.0,27,173,2018,31667.0,,,56667.0,32470.0,
"Todd County, Minnesota",,27,153,2018,,,,28125.0,26915.0,27171.0
"Beltrami County, Minnesota",,27,7,2018,17072.0,21094.0,,23365.0,32365.0,
"Blue Earth County, Minnesota",,27,13,2018,,,11855.0,44698.0,33663.0,26000.0
"Houston County, Minnesota",,27,55,2018,,,,21875.0,34565.0,69500.0
"Lac qui Parle County, Minnesota",,27,73,2018,,,,,28867.0,
"Lake of the Woods County, Minnesota",,27,77,2018,,,,90592.0,30341.0,
"Otter Tail County, Minnesota",,27,111,2018,50859.0,,,,31049.0,42500.0
"Waseca County, Minnesota",,27,161,2018,,,,,35758.0,15035.0
"St. Louis County, Minnesota",12685.0,27,137,2018,16778.0,,,20833.0,31520.0,16250.0
"Anoka County, Minnesota",34842.0,27,3,2018,24063.0,53553.0,40132.0,42794.0,46327.0,39655.0
"Stearns County, Minnesota",19349.0,27,145,2018,,25965.0,36771.0,42564.0,36204.0,34397.0
"Lincoln County, Minnesota",,27,81,2018,41923.0,,,,25719.0,
"Marshall County, Minnesota",,27,89,2018,,,,,32254.0,
"Mille Lacs County, Minnesota",,27,95,2018,25865.0,,,,31577.0,14643.0
"Washington County, Minnesota",44360.0,27,163,2018,90625.0,77612.0,,39125.0,51492.0,48664.0
"Carlton County, Minnesota",,27,17,2018,24167.0,23958.0,,,34714.0,
"Kanabec County, Minnesota",,27,65,2018,,,,35714.0,31250.0,38750.0
"Koochiching County, Minnesota",,27,71,2018,11514.0,,,,28384.0,
"Red Lake County, Minnesota",,27,125,2018,,,,,29688.0,
"Morrison County, Minnesota",,27,97,2018,30417.0,,,25714.0,27601.0,
"Rice County, Minnesota",18021.0,27,131,2018,,,33177.0,,35840.0,27465.0
"Steele County, Minnesota",,27,147,2018,,,38750.0,,35296.0,39635.0
"Aitkin County, Minnesota",8611.0,27,1,2018,23281.0,,,46583.0,25477.0,
"Faribault County, Minnesota",,27,43,2018,,,15833.0,216339.0,28984.0,
"Murray County, Minnesota",,27,101,2018,,,,,33340.0,
"Kandiyohi County, Minnesota",20993.0,27,67,2018,,,9410.0,30694.0,35327.0,
"Lake County, Minnesota",,27,75,2018,,,,46923.0,39719.0,
"Rock County, Minnesota",,27,133,2018,,,,,27188.0,
"Sibley County, Minnesota",,27,143,2018,,,,9286.0,35461.0,20850.0
"Traverse County, Minnesota",,27,155,2018,36111.0,,,,31389.0,
"Becker County, Minnesota",,27,5,2018,20766.0,,,28125.0,31479.0,
"Hennepin County, Minnesota",21671.0,27,53,2018,20288.0,54613.0,42130.0,44566.0,50951.0,37482.0
"Brown County, Minnesota",,27,15,2018,,,,,31741.0,43333.0
"Chippewa County, Minnesota",,27,23,2018,,,,46023.0,33023.0,48100.0
"Clearwater County, Minnesota",,27,29,2018,10714.0,,,,30282.0,
"Hubbard County, Minnesota",,27,57,2018,32188.0,,,18333.0,30413.0,26250.0
"Isanti County, Minnesota",10625.0,27,59,2018,,,,31372.0,40287.0,
"Martin County, Minnesota",,27,91,2018,,,,40551.0,31563.0,70580.0
"Mower County, Minnesota",29412.0,27,99,2018,,111375.0,41759.0,,25088.0,40117.0
"Pine County, Minnesota",,27,115,2018,31563.0,,,25417.0,27110.0,
"Olmsted County, Minnesota",20313.0,27,109,2018,51333.0,42554.0,38182.0,41042.0,42155.0,30427.0
"Wadena County, Minnesota",,27,159,2018,,,,,26204.0,
"Benton County, Minnesota",9762.0,27,9,2018,,35147.0,,,31813.0,35595.0
"Freeborn County, Minnesota",43550.0,27,47,2018,,41250.0,20809.0,21917.0,33988.0,21996.0
"McLeod County, Minnesota",,27,85,2018,,,2499.0,41500.0,36938.0,2499.0
"Pope County, Minnesota",,27,121,2018,,,,,33397.0,32813.0
"Stevens County, Minnesota",,27,149,2018,,,,,31708.0,170764.0
"Swift County, Minnesota",,27,151,2018,,,,,27019.0,
"Holmes County, Mississippi",11928.0,28,51,2018,,,,,21442.0,
"Amite County, Mississippi",13627.0,28,5,2018,,,,,20313.0,
"Calhoun County, Mississippi",16328.0,28,13,2018,,,,,22379.0,
"Tishomingo County, Mississippi",16500.0,28,141,2018,,,,,20234.0,
"Wayne County, Mississippi",14635.0,28,153,2018,,,,,20000.0,
"Austin County, Texas",16597.0,48,15,2018,,,,,30541.0,29013.0
"Kenedy County, Texas",,48,261,2018,,,,,,
"Nueces County, Texas",26580.0,48,355,2018,29271.0,32721.0,27727.0,22564.0,40287.0,28567.0
"Colorado County, Texas",22353.0,48,89,2018,,,23306.0,,28391.0,24853.0
"San Patricio County, Texas",,48,409,2018,2499.0,,,106786.0,33882.0,23804.0
"Rains County, Texas",,48,379,2018,,,,,25862.0,
"Randall County, Texas",45432.0,48,381,2018,,,34392.0,21875.0,37524.0,39009.0
"Real County, Texas",,48,385,2018,,,,,18686.0,10500.0
"San Saba County, Texas",,48,411,2018,,,,,22750.0,56447.0
"Schleicher County, Texas",,48,413,2018,,,21406.0,,25114.0,28194.0
"Sterling County, Texas",,48,431,2018,,,,,27237.0,26250.0
"Zavala County, Texas",,48,507,2018,,,,,18974.0,13077.0
"Calhoun County, Texas",,48,57,2018,,74028.0,63056.0,,33250.0,31531.0
"Carson County, Texas",,48,65,2018,,,,,33681.0,55833.0
"Foard County, Texas",,48,155,2018,,,,,31250.0,16250.0
"Freestone County, Texas",21703.0,48,161,2018,,,,,26144.0,35909.0
"Goliad County, Texas",85511.0,48,175,2018,,,19226.0,,23800.0,14602.0
"Hamilton County, Texas",,48,193,2018,,,,,21986.0,
"Hardeman County, Texas",12454.0,48,197,2018,,,,,18722.0,21591.0
"Mitchell County, Texas",,48,335,2018,,,,,24330.0,36667.0
"Briscoe County, Texas",,48,45,2018,,,,,27917.0,22596.0
"Lavaca County, Texas",14345.0,48,285,2018,,,,11635.0,28588.0,22917.0
"Terry County, Texas",22797.0,48,445,2018,,,,,35694.0,24375.0
"Jeff Davis County, Texas",,48,243,2018,,,,,27500.0,
"Webb County, Texas",,48,479,2018,,96332.0,21017.0,,50000.0,20672.0
"Jim Hogg County, Texas",,48,247,2018,,,,,17404.0,15935.0
"Montgomery County, Texas",45538.0,48,339,2018,,55673.0,40180.0,32143.0,44089.0,39213.0
"Dallam County, Texas",,48,111,2018,,,21685.0,,33452.0,29417.0
"Armstrong County, Texas",,48,11,2018,,,,,32569.0,
"Castro County, Texas",,48,69,2018,,,28125.0,25833.0,37321.0,24833.0
"Kleberg County, Texas",2499.0,48,273,2018,,2499.0,,32917.0,31990.0,19335.0
"Willacy County, Texas",,48,489,2018,,,,,,14646.0
"Crosby County, Texas",15313.0,48,107,2018,,,2499.0,,29079.0,10909.0
"Fisher County, Texas",,48,151,2018,,,40536.0,,26653.0,22130.0
"Duval County, Texas",,48,131,2018,,,,,,18097.0
"Blanco County, Texas",,48,31,2018,,,,,40571.0,39483.0
"Jasper County, Texas",12411.0,48,241,2018,,,25328.0,,25948.0,20469.0
"Kinney County, Texas",,48,271,2018,,,,,25542.0,18373.0
"Deaf Smith County, Texas",,48,117,2018,,,37000.0,,29864.0,31724.0
"Galveston County, Texas",21788.0,48,167,2018,,44783.0,73214.0,36553.0,42564.0,34244.0
"La Salle County, Texas",,48,283,2018,,,,19074.0,67670.0,13480.0
"Roberts County, Texas",,48,393,2018,,,,,64375.0,
"Tyler County, Texas",12500.0,48,457,2018,,,16544.0,15000.0,25475.0,
"Wheeler County, Texas",,48,483,2018,,,,,35742.0,
"Bowie County, Texas",19716.0,48,37,2018,62813.0,94250.0,74886.0,18333.0,27135.0,20676.0
"Brewster County, Texas",,48,43,2018,2499.0,,43550.0,,26943.0,36250.0
"Kent County, Texas",,48,263,2018,,,,,35982.0,
"Smith County, Texas",20433.0,48,423,2018,,31741.0,,40550.0,35867.0,24627.0
"Crockett County, Texas",,48,105,2018,,,20612.0,,15074.0,20612.0
"Hardin County, Texas",13789.0,48,199,2018,,,,,27092.0,25600.0
"Howard County, Texas",34583.0,48,227,2018,14868.0,,36042.0,29688.0,34410.0,26760.0
"Leon County, Texas",14464.0,48,289,2018,,,,,32948.0,26964.0
"Montague County, Texas",,48,337,2018,,,,13894.0,30974.0,
"Panola County, Texas",14143.0,48,365,2018,,,,,29917.0,31923.0
"Millard County, Utah",,49,27,2018,,,,,30946.0,
"Washington County, Utah",12157.0,49,53,2018,,31250.0,,,31466.0,28822.0
"Kane County, Utah",,49,25,2018,,,,,33323.0,
"Grand County, Utah",,49,19,2018,,,,,35011.0,
"Rich County, Utah",,49,33,2018,,,,,32969.0,
"Wasatch County, Utah",,49,51,2018,,,,,48154.0,33750.0
"Box Elder County, Utah",,49,3,2018,,52619.0,34125.0,33542.0,36744.0,25238.0
"Iron County, Utah",,49,21,2018,17008.0,,,21538.0,25794.0,
"Sevier County, Utah",,49,41,2018,,,,,22468.0,
"Weber County, Utah",31349.0,49,57,2018,,24531.0,35243.0,,37355.0,28040.0
"Duchesne County, Utah",,49,13,2018,,,51667.0,,28415.0,55208.0
"San Juan County, Utah",,49,37,2018,10735.0,,,,25595.0,
"Salt Lake County, Utah",34661.0,49,35,2018,40401.0,47394.0,38488.0,42649.0,44008.0,37361.0
"Uintah County, Utah",,49,47,2018,15257.0,,,49900.0,37549.0,
"Daggett County, Utah",,49,9,2018,,,,,26750.0,
"Davis County, Utah",58793.0,49,11,2018,44405.0,38854.0,42867.0,46583.0,42309.0,39160.0
"Wayne County, Utah",,49,55,2018,,,,,18281.0,40486.0
"Carbon County, Utah",,49,7,2018,,,24773.0,30625.0,27039.0,23417.0
"Emery County, Utah",,49,15,2018,,,,,22975.0,
"Morgan County, Utah",,49,29,2018,,,,,31759.0,
"Cache County, Utah",,49,5,2018,,43333.0,23049.0,18088.0,34234.0,24034.0
"Garfield County, Utah",,49,17,2018,,,,,25964.0,
"Juab County, Utah",,49,23,2018,33750.0,,,,34405.0,
"Rutland County, Vermont",180398.0,50,21,2018,,,,,31159.0,
"Orleans County, Vermont",,50,19,2018,22500.0,,,,26334.0,
"Grand Isle County, Vermont",,50,13,2018,,,,,32823.0,78667.0
"Orange County, Vermont",95350.0,50,17,2018,,,,43500.0,35422.0,20481.0
"Chittenden County, Vermont",43352.0,50,7,2018,31298.0,24482.0,83147.0,21429.0,45970.0,37250.0
"Lamoille County, Vermont",,50,15,2018,,,,44297.0,33511.0,
"Windsor County, Vermont",115375.0,50,27,2018,,,,31019.0,32061.0,
"Caledonia County, Vermont",,50,5,2018,2499.0,,,,28633.0,35174.0
"Tazewell County, Virginia",,51,185,2018,,,,20536.0,22165.0,
