state,county,year,population
Minnesota,Blue Earth County,2019,"67,653"
Minnesota,Brown County,2019,"25,008"
Minnesota,Carlton County,2019,"35,871"
Minnesota,Carver County,2019,"105,089"
Minnesota,Cass County,2019,"29,779"
Minnesota,Chippewa County,2019,"11,800"
Minnesota,Chisago County,2019,"56,579"
Minnesota,Clay County,2019,"64,222"
Minnesota,Clearwater County,2019,"8,818"
Minnesota,Cook County,2019,"5,463"
Minnesota,Cottonwood County,2019,"11,196"
Minnesota,Crow Wing County,2019,"65,055"
Minnesota,Dakota County,2019,"429,021"
Minnesota,Dodge County,2019,"20,934"
Minnesota,Douglas County,2019,"38,141"
Minnesota,Faribault County,2019,"13,653"
Minnesota,Fillmore County,2019,"21,067"
Minnesota,Freeborn County,2019,"30,281"
Minnesota,Goodhue County,2019,"46,340"
Minnesota,Grant County,2019,"5,972"
Minnesota,Hennepin County,2019,"1,265,843"
Minnesota,Houston County,2019,"18,600"
Minnesota,Hubbard County,2019,"21,491"
Minnesota,Isanti County,2019,"40,596"
Minnesota,Itasca County,2019,"45,130"
Minnesota,Jackson County,2019,"9,846"
Minnesota,Kanabec County,2019,"16,337"
Minnesota,Kandiyohi County,2019,"43,199"
Minnesota,Kittson County,2019,"4,298"
Minnesota,Koochiching County,2019,"12,229"
Minnesota,Lac qui Parle County,2019,"6,623"
Minnesota,Lake County,2019,"10,641"
Minnesota,Lake of the Woods County,2019,"3,740"
Minnesota,Le Sueur County,2019,"28,887"
Minnesota,Lincoln County,2019,"5,639"
Minnesota,Lyon County,2019,"25,474"
Minnesota,McLeod County,2019,"35,893"
Minnesota,Mahnomen County,2019,"5,527"
Minnesota,Marshall County,2019,"9,336"
Minnesota,Martin County,2019,"19,683"
Minnesota,Meeker County,2019,"23,222"
Minnesota,Mille Lacs County,2019,"26,277"
Minnesota,Morrison County,2019,"33,386"
Minnesota,Mower County,2019,"40,062"
Minnesota,Murray County,2019,"8,194"
Minnesota,Nicollet County,2019,"34,274"
Minnesota,Nobles County,2019,"21,629"
Minnesota,Norman County,2019,"6,375"
Minnesota,Olmsted County,2019,"158,293"
Minnesota,Otter Tail County,2019,"58,746"
Minnesota,Pennington County,2019,"14,119"
Minnesota,Pine County,2019,"29,579"
Minnesota,Pipestone County,2019,"9,126"
Minnesota,Polk County,2019,"31,364"
Minnesota,Pope County,2019,"11,249"
Minnesota,Ramsey County,2019,"550,321"
Minnesota,Red Lake County,2019,"4,055"
Minnesota,Redwood County,2019,"15,170"
Minnesota,Renville County,2019,"14,548"
Minnesota,Rice County,2019,"66,972"
Minnesota,Rock County,2019,"9,315"
Minnesota,Roseau County,2019,"15,165"
Minnesota,St. Louis County,2019,"199,070"
Minnesota,Scott County,2019,"149,013"
Minnesota,Sherburne County,2019,"97,238"
Minnesota,Sibley County,2019,"14,865"
Minnesota,Stearns County,2019,"161,075"
Minnesota,Steele County,2019,"36,649"
Minnesota,Stevens County,2019,"9,805"
Minnesota,Swift County,2019,"9,266"
Minnesota,Todd County,2019,"24,664"
Minnesota,Traverse County,2019,"3,259"
Minnesota,Wabasha County,2019,"21,627"
Minnesota,Wadena County,2019,"13,682"
Minnesota,Waseca County,2019,"18,612"
Minnesota,Washington County,2019,"262,440"
Minnesota,Watonwan County,2019,"10,897"
Minnesota,Wilkin County,2019,"6,207"
Minnesota,Winona County,2019,"50,484"
Minnesota,Wright County,2019,"138,377"
Minnesota,Yellow Medicine County,2019,"9,709"
Mississippi,Mississippi,2019,"2,976,149"
Mississippi,Adams County,2019,"30,693"
Mississippi,Alcorn County,2019,"36,953"
Mississippi,Amite County,2019,"12,297"
Mississippi,Attala County,2019,"18,174"
Mississippi,Benton County,2019,"8,259"
Mississippi,Bolivar County,2019,"30,628"
Mississippi,Calhoun County,2019,"14,361"
Mississippi,Carroll County,2019,"9,947"
Mississippi,Chickasaw County,2019,"17,103"
Mississippi,Choctaw County,2019,"8,210"
Mississippi,Claiborne County,2019,"8,988"
Mississippi,Clarke County,2019,"15,541"
Mississippi,Clay County,2019,"19,316"
Mississippi,Coahoma County,2019,"22,124"
Mississippi,Copiah County,2019,"28,065"
Mississippi,Covington County,2019,"18,636"
Mississippi,DeSoto County,2019,"184,945"
Mississippi,Forrest County,2019,"74,897"
Mississippi,Franklin County,2019,"7,713"
Mississippi,George County,2019,"24,500"
Mississippi,Greene County,2019,"13,586"
Mississippi,Grenada County,2019,"20,758"
Mississippi,Hancock County,2019,"47,632"
Mississippi,Harrison County,2019,"208,080"
Mississippi,Hinds County,2019,"231,840"
Mississippi,Holmes County,2019,"17,010"
Mississippi,Humphreys County,2019,"8,064"
Mississippi,Issaquena County,2019,"1,327"
Mississippi,Itawamba County,2019,"23,390"
Mississippi,Jackson County,2019,"143,617"
Mississippi,Jasper County,2019,"16,383"
Mississippi,Jefferson County,2019,"6,990"
Mississippi,Jefferson Davis County,2019,"11,128"
Mississippi,Jones County,2019,"68,098"
Mississippi,Kemper County,2019,"9,742"
Mississippi,Lafayette County,2019,"54,019"
Mississippi,Lamar County,2019,"63,343"
Mississippi,Lauderdale County,2019,"74,125"
Mississippi,Lawrence County,2019,"12,586"
Mississippi,Leake County,2019,"22,786"
Mississippi,Lee County,2019,"85,436"
Mississippi,Leflore County,2019,"28,183"
Mississippi,Lincoln County,2019,"34,153"
Mississippi,Lowndes County,2019,"58,595"
Mississippi,Madison County,2019,"106,272"
Mississippi,Marion County,2019,"24,573"
Mississippi,Marshall County,2019,"35,294"
Mississippi,Monroe County,2019,"35,252"
Mississippi,Montgomery County,2019,"9,775"
Mississippi,Neshoba County,2019,"29,118"
Mississippi,Newton County,2019,"21,018"
Mississippi,Noxubee County,2019,"10,417"
Mississippi,Oktibbeha County,2019,"49,587"
Mississippi,Panola County,2019,"34,192"
Mississippi,Pearl River County,2019,"55,535"
Mississippi,Perry County,2019,"11,973"
Mississippi,Pike County,2019,"39,288"
Mississippi,Pontotoc County,2019,"32,174"
Mississippi,Prentiss County,2019,"25,126"
Mississippi,Quitman County,2019,"6,792"
Mississippi,Rankin County,2019,"155,271"
Mississippi,Scott County,2019,"28,124"
Mississippi,Sharkey County,2019,"4,321"
Mississippi,Simpson County,2019,"26,658"
Mississippi,Smith County,2019,"15,916"
Mississippi,Stone County,2019,"18,336"
Mississippi,Sunflower County,2019,"25,110"
Mississippi,Tallahatchie County,2019,"13,809"
Mississippi,Tate County,2019,"28,321"
Mississippi,Tippah County,2019,"22,015"
Mississippi,Tishomingo County,2019,"19,383"
Mississippi,Tunica County,2019,"9,632"
Mississippi,Union County,2019,"28,815"
Mississippi,Walthall County,2019,"14,286"
Mississippi,Warren County,2019,"45,381"
Mississippi,Washington County,2019,"43,909"
Mississippi,Wayne County,2019,"20,183"
Mississippi,Webster County,2019,"9,689"
Mississippi,Wilkinson County,2019,"8,630"
Mississippi,Winston County,2019,"17,955"
Mississippi,Yalobusha County,2019,"12,108"
Mississippi,Yazoo County,2019,"29,690"
Missouri,Missouri,2019,"6,137,428"
Missouri,Adair County,2019,"25,343"
Missouri,Andrew County,2019,"17,712"
Missouri,Atchison County,2019,"5,143"
Missouri,Audrain County,2019,"25,388"
Missouri,Barry County,2019,"35,789"
Missouri,Barton County,2019,"11,754"
Missouri,Bates County,2019,"16,172"
Missouri,Benton County,2019,"19,443"
Missouri,Bollinger County,2019,"12,133"
Missouri,Boone County,2019,"180,463"
Missouri,Buchanan County,2019,"87,364"
Missouri,Butler County,2019,"42,478"
Missouri,Caldwell County,2019,"9,020"
Missouri,Callaway County,2019,"44,743"
Missouri,Camden County,2019,"46,305"
Missouri,Cape Girardeau County,2019,"78,871"
Missouri,Carroll County,2019,"8,679"
Missouri,Carter County,2019,"5,982"
Missouri,Cass County,2019,"105,780"
Missouri,Cedar County,2019,"14,349"
Missouri,Chariton County,2019,"7,426"
Missouri,Christian County,2019,"88,595"
Missouri,Clark County,2019,"6,797"
Missouri,Clay County,2019,"249,948"
Missouri,Clinton County,2019,"20,387"
Missouri,Cole County,2019,"76,745"
Missouri,Cooper County,2019,"17,709"
Missouri,Crawford County,2019,"23,920"
Missouri,Dade County,2019,"7,561"
Missouri,Dallas County,2019,"16,878"
Missouri,Daviess County,2019,"8,278"
Missouri,DeKalb County,2019,"12,547"
Missouri,Dent County,2019,"15,573"
Missouri,Douglas County,2019,"13,185"
Missouri,Dunklin County,2019,"29,131"
Missouri,Franklin County,2019,"103,967"
Missouri,Gasconade County,2019,"14,706"
Missouri,Gentry County,2019,"6,571"
Missouri,Greene County,2019,"293,086"
Missouri,Grundy County,2019,"9,850"
Missouri,Harrison County,2019,"8,352"
Missouri,Henry County,2019,"21,824"
Missouri,Hickory County,2019,"9,544"
Missouri,Holt County,2019,"4,403"
Missouri,Howard County,2019,"10,001"
Missouri,Howell County,2019,"40,117"
Missouri,Iron County,2019,"10,125"
Missouri,Jackson County,2019,"703,011"
Missouri,Jasper County,2019,"121,328"
Missouri,Jefferson County,2019,"225,081"
Missouri,Johnson County,2019,"54,062"
Missouri,Knox County,2019,"3,959"
Missouri,Laclede County,2019,"35,723"
Missouri,Lafayette County,2019,"32,708"
Missouri,Lawrence County,2019,"38,355"
Missouri,Lewis County,2019,"9,776"
Missouri,Lincoln County,2019,"59,013"
Missouri,Linn County,2019,"11,920"
Missouri,Livingston County,2019,"15,227"
Missouri,McDonald County,2019,"22,837"
Missouri,Macon County,2019,"15,117"
Missouri,Madison County,2019,"12,088"
Missouri,Maries County,2019,"8,697"
Missouri,Marion County,2019,"28,530"
Missouri,Mercer County,2019,"3,617"
Missouri,Miller County,2019,"25,619"
Missouri,Mississippi County,2019,"13,180"
Missouri,Moniteau County,2019,"16,132"
Missouri,Monroe County,2019,"8,644"
Missouri,Montgomery County,2019,"11,551"
Missouri,Morgan County,2019,"20,627"
Missouri,New Madrid County,2019,"17,076"
Missouri,Newton County,2019,"58,236"
Missouri,Nodaway County,2019,"22,092"
Missouri,Oregon County,2019,"10,529"
Missouri,Osage County,2019,"13,615"
Missouri,Ozark County,2019,"9,174"
Missouri,Pemiscot County,2019,"15,805"
Missouri,Perry County,2019,"19,136"
Missouri,Pettis County,2019,"42,339"
Missouri,Phelps County,2019,"44,573"
Missouri,Pike County,2019,"18,302"
Missouri,Platte County,2019,"104,418"
Missouri,Polk County,2019,"32,149"
Missouri,Pulaski County,2019,"52,607"
Missouri,Putnam County,2019,"4,696"
Missouri,Ralls County,2019,"10,309"
Missouri,Randolph County,2019,"24,748"
Missouri,Ray County,2019,"23,018"
Missouri,Reynolds County,2019,"6,270"
Missouri,Ripley County,2019,"13,288"
Missouri,St. Charles County,2019,"402,022"
Missouri,St. Clair County,2019,"9,397"
Missouri,Ste. Genevieve County,2019,"17,894"
Missouri,St. Francois County,2019,"67,215"
Missouri,St. Louis County,2019,"994,205"
Missouri,Saline County,2019,"22,761"
Missouri,Schuyler County,2019,"4,660"
Missouri,Scotland County,2019,"4,902"
Missouri,Scott County,2019,"38,280"
Missouri,Shannon County,2019,"8,166"
Missouri,Shelby County,2019,"5,930"
Missouri,Stoddard County,2019,"29,025"
Missouri,Stone County,2019,"31,952"
Missouri,Sullivan County,2019,"6,089"
Missouri,Taney County,2019,"55,928"
Missouri,Texas County,2019,"25,398"
Missouri,Vernon County,2019,"20,563"
Missouri,Warren County,2019,"35,649"
Missouri,Washington County,2019,"24,730"
Missouri,Wayne County,2019,"12,873"
Missouri,Webster County,2019,"39,592"
Missouri,Worth County,2019,"2,013"
Missouri,Wright County,2019,"18,289"
Missouri,St. Louis city,2019,"300,576"
Montana,Montana,2019,"1,068,778"
Montana,Beaverhead County,2019,"9,453"
Montana,Big Horn County,2019,"13,319"
Montana,Blaine County,2019,"6,681"
Montana,Broadwater County,2019,"6,237"
Montana,Carbon County,2019,"10,725"
Montana,Carter County,2019,"1,252"
Montana,Cascade County,2019,"81,366"
Montana,Chouteau County,2019,"5,635"
Montana,Custer County,2019,"11,402"
Montana,Daniels County,2019,"1,690"
Montana,Dawson County,2019,"8,613"
Montana,Deer Lodge County,2019,"9,140"
Montana,Fallon County,2019,"2,846"
Montana,Fergus County,2019,"11,050"
Montana,Flathead County,2019,"103,806"
Montana,Gallatin County,2019,"114,434"
Montana,Garfield County,2019,"1,258"
Montana,Glacier County,2019,"13,753"
Montana,Golden Valley County,2019,821
Montana,Granite County,2019,"3,379"
Montana,Hill County,2019,"16,484"
Montana,Jefferson County,2019,"12,221"
Montana,Judith Basin County,2019,"2,007"
Montana,Lake County,2019,"30,458"
Montana,Lewis and Clark County,2019,"69,432"
Montana,Liberty County,2019,"2,337"
Montana,Lincoln County,2019,"19,980"
Montana,McCone County,2019,"1,664"
Montana,Madison County,2019,"8,600"
Montana,Meagher County,2019,"1,862"
Montana,Mineral County,2019,"4,397"
Montana,Missoula County,2019,"119,600"
Montana,Musselshell County,2019,"4,633"
Montana,Park County,2019,"16,606"
Montana,Petroleum County,2019,487
Montana,Phillips County,2019,"3,954"
Montana,Pondera County,2019,"5,911"
Montana,Powder River County,2019,"1,682"
Montana,Powell County,2019,"6,890"
Montana,Prairie County,2019,"1,077"
Montana,Ravalli County,2019,"43,806"
Montana,Richland County,2019,"10,803"
Montana,Roosevelt County,2019,"11,004"
Montana,Rosebud County,2019,"8,937"
Montana,Sanders County,2019,"12,113"
Montana,Sheridan County,2019,"3,309"
Montana,Silver Bow County,2019,"34,915"
Montana,Stillwater County,2019,"9,642"
Montana,Sweet Grass County,2019,"3,737"
Montana,Teton County,2019,"6,147"
Montana,Toole County,2019,"4,736"
Montana,Treasure County,2019,696
Montana,Valley County,2019,"7,396"
Montana,Wheatland County,2019,"2,126"
Montana,Wibaux County,2019,969
Montana,Yellowstone County,2019,"161,300"
Nebraska,Nebraska,2019,"1,934,408"
Nebraska,Adams County,2019,"31,363"
Nebraska,Antelope County,2019,"6,298"
Nebraska,Arthur County,2019,463
Nebraska,Banner County,2019,745
Nebraska,Blaine County,2019,465
Nebraska,Boone County,2019,"5,192"
Nebraska,Box Butte County,2019,"10,783"
Nebraska,Boyd County,2019,"1,919"
Nebraska,Brown County,2019,"2,955"
Nebraska,Buffalo County,2019,"49,659"
Nebraska,Burt County,2019,"6,459"
Nebraska,Butler County,2019,"8,016"
Nebraska,Cass County,2019,"26,248"
Nebraska,Cedar County,2019,"8,402"
Nebraska,Chase County,2019,"3,924"
Nebraska,Cherry County,2019,"5,689"
Nebraska,Cheyenne County,2019,"8,910"
Nebraska,Clay County,2019,"6,203"
Nebraska,Colfax County,2019,"10,709"
Nebraska,Cuming County,2019,"8,846"
Nebraska,Custer County,2019,"10,777"
Nebraska,Dakota County,2019,"20,026"
Nebraska,Dawes County,2019,"8,589"
Nebraska,Dawson County,2019,"23,595"
Nebraska,Deuel County,2019,"1,794"
Nebraska,Dixon County,2019,"5,636"
Nebraska,Dodge County,2019,"36,565"
Nebraska,Douglas County,2019,"571,327"
Nebraska,Dundy County,2019,"1,693"
Nebraska,Fillmore County,2019,"5,462"
Nebraska,Franklin County,2019,"2,979"
Nebraska,Frontier County,2019,"2,627"
Nebraska,Furnas County,2019,"4,676"
Nebraska,Gage County,2019,"21,513"
Nebraska,Garden County,2019,"1,837"
Nebraska,Garfield County,2019,"1,969"
Nebraska,Gosper County,2019,"1,990"
Nebraska,Grant County,2019,623
Nebraska,Greeley County,2019,"2,356"
Nebraska,Hall County,2019,"61,353"
Nebraska,Hamilton County,2019,"9,324"
Nebraska,Harlan County,2019,"3,380"
Nebraska,Hayes County,2019,922
Nebraska,Hitchcock County,2019,"2,762"
Nebraska,Holt County,2019,"10,067"
Nebraska,Hooker County,2019,682
Nebraska,Howard County,2019,"6,445"
Nebraska,Jefferson County,2019,"7,046"
Nebraska,Johnson County,2019,"5,071"
Nebraska,Kearney County,2019,"6,495"
Nebraska,Keith County,2019,"8,034"
Nebraska,Keya Paha County,2019,806
Nebraska,Kimball County,2019,"3,632"
Nebraska,Knox County,2019,"8,332"
Nebraska,Lancaster County,2019,"319,090"
Nebraska,Lincoln County,2019,"34,914"
Nebraska,Logan County,2019,748
Nebraska,Loup County,2019,664
Nebraska,McPherson County,2019,494
Nebraska,Madison County,2019,"35,099"
Nebraska,Merrick County,2019,"7,755"
Nebraska,Morrill County,2019,"4,642"
Nebraska,Nance County,2019,"3,519"
Nebraska,Nemaha County,2019,"6,972"
Nebraska,Nuckolls County,2019,"4,148"
Nebraska,Otoe County,2019,"16,012"
Nebraska,Pawnee County,2019,"2,613"
Nebraska,Perkins County,2019,"2,891"
Nebraska,Phelps County,2019,"9,034"
Nebraska,Pierce County,2019,"7,148"
Nebraska,Platte County,2019,"33,470"
Nebraska,Polk County,2019,"5,213"
Nebraska,Red Willow County,2019,"10,724"
Nebraska,Richardson County,2019,"7,865"
Nebraska,Rock County,2019,"1,357"
Nebraska,Saline County,2019,"14,224"
Nebraska,Sarpy County,2019,"187,196"
Nebraska,Saunders County,2019,"21,578"
Nebraska,Scotts Bluff County,2019,"35,618"
Nebraska,Seward County,2019,"17,284"
Nebraska,Sheridan County,2019,"5,246"
Nebraska,Sherman County,2019,"3,001"
Nebraska,Sioux County,2019,"1,166"
Nebraska,Stanton County,2019,"5,920"
Nebraska,Thayer County,2019,"5,003"
Nebraska,Thomas County,2019,722
Nebraska,Thurston County,2019,"7,224"
Nebraska,Valley County,2019,"4,158"
Nebraska,Washington County,2019,"20,729"
Nebraska,Wayne County,2019,"9,385"
Nebraska,Webster County,2019,"3,487"
Nebraska,Wheeler County,2019,783
Nebraska,York County,2019,"13,679"
Nevada,Nevada,2019,"3,080,156"
Nevada,Churchill County,2019,"24,909"
Nevada,Clark County,2019,"2,266,715"
Nevada,Douglas County,2019,"48,905"
Nevada,Elko County,2019,"52,778"
Nevada,Esmeralda County,2019,873
Nevada,Eureka County,2019,"2,029"
Nevada,Humboldt County,2019,"16,831"
Nevada,Lander County,2019,"5,532"
Nevada,Lincoln County,2019,"5,183"
Nevada,Lyon County,2019,"57,510"
Nevada,Mineral County,2019,"4,505"
Nevada,Nye County,2019,"46,523"
Nevada,Pershing County,2019,"6,725"
Nevada,Storey County,2019,"4,123"
Nevada,Washoe County,2019,"471,519"
Nevada,White Pine County,2019,"9,580"
Nevada,Carson City,2019,"55,916"
New Hampshire,New Hampshire,2019,"1,359,711"
New Hampshire,Belknap County,2019,"61,303"
New Hampshire,Carroll County,2019,"48,910"
New Hampshire,Cheshire County,2019,"76,085"
New Hampshire,Coos County,2019,"31,563"
New Hampshire,Grafton County,2019,"89,886"
New Hampshire,Hillsborough County,2019,"417,025"
New Hampshire,Merrimack County,2019,"151,391"
New Hampshire,Rockingham County,2019,"309,769"
New Hampshire,Strafford County,2019,"130,633"
New Hampshire,Sullivan County,2019,"43,146"
New Jersey,New Jersey,2019,"8,882,190"
New Jersey,Atlantic County,2019,"263,670"
New Jersey,Bergen County,2019,"932,202"
New Jersey,Burlington County,2019,"445,349"
New Jersey,Camden County,2019,"506,471"
New Jersey,Cape May County,2019,"92,039"
New Jersey,Cumberland County,2019,"149,527"
New Jersey,Essex County,2019,"798,975"
New Jersey,Gloucester County,2019,"291,636"
New Jersey,Hudson County,2019,"672,391"
New Jersey,Hunterdon County,2019,"124,371"
New Jersey,Mercer County,2019,"367,430"
New Jersey,Middlesex County,2019,"825,062"
New Jersey,Monmouth County,2019,"618,795"
New Jersey,Morris County,2019,"491,845"
New Jersey,Ocean County,2019,"607,186"
New Jersey,Passaic County,2019,"501,826"
New Jersey,Salem County,2019,"62,385"
New Jersey,Somerset County,2019,"328,934"
New Jersey,Sussex County,2019,"140,488"
New Jersey,Union County,2019,"556,341"
New Jersey,Warren County,2019,"105,267"
New Mexico,New Mexico,2019,"2,096,829"
New Mexico,Bernalillo County,2019,"679,121"
New Mexico,Catron County,2019,"3,527"
New Mexico,Chaves County,2019,"64,615"
New Mexico,Cibola County,2019,"26,675"
New Mexico,Colfax County,2019,"11,941"
New Mexico,Curry County,2019,"48,954"
New Mexico,De Baca County,2019,"1,748"
New Mexico,Do?a Ana County,2019,"218,195"
New Mexico,Eddy County,2019,"58,460"
New Mexico,Grant County,2019,"26,998"
New Mexico,Guadalupe County,2019,"4,300"
New Mexico,Harding County,2019,625
New Mexico,Hidalgo County,2019,"4,198"
New Mexico,Lea County,2019,"71,070"
New Mexico,Lincoln County,2019,"19,572"
New Mexico,Los Alamos County,2019,"19,369"
New Mexico,Luna County,2019,"23,709"
New Mexico,McKinley County,2019,"71,367"
New Mexico,Mora County,2019,"4,521"
New Mexico,Otero County,2019,"67,490"
New Mexico,Quay County,2019,"8,253"
New Mexico,Rio Arriba County,2019,"38,921"
New Mexico,Roosevelt County,2019,"18,500"
New Mexico,Sandoval County,2019,"146,748"
New Mexico,San Juan County,2019,"123,958"
New Mexico,San Miguel County,2019,"27,277"
New Mexico,Santa Fe County,2019,"150,358"
New Mexico,Sierra County,2019,"10,791"
New Mexico,Socorro County,2019,"16,637"
New Mexico,Taos County,2019,"32,723"
New Mexico,Torrance County,2019,"15,461"
New Mexico,Union County,2019,"4,059"
New Mexico,Valencia County,2019,"76,688"
New York,New York,2019,"19,453,561"
New York,Albany County,2019,"305,506"
New York,Allegany County,2019,"46,091"
New York,Bronx County,2019,"1,418,207"
New York,Broome County,2019,"190,488"
New York,Cattaraugus County,2019,"76,117"
New York,Cayuga County,2019,"76,576"
New York,Chautauqua County,2019,"126,903"
New York,Chemung County,2019,"83,456"
New York,Chenango County,2019,"47,207"
New York,Clinton County,2019,"80,485"
New York,Columbia County,2019,"59,461"
New York,Cortland County,2019,"47,581"
New York,Delaware County,2019,"44,135"
New York,Dutchess County,2019,"294,218"
New York,Erie County,2019,"918,702"
New York,Essex County,2019,"36,885"
New York,Franklin County,2019,"50,022"
New York,Fulton County,2019,"53,383"
New York,Genesee County,2019,"57,280"
New York,Greene County,2019,"47,188"
New York,Hamilton County,2019,"4,416"
New York,Herkimer County,2019,"61,319"
New York,Jefferson County,2019,"109,834"
New York,Kings County,2019,"2,559,903"
New York,Lewis County,2019,"26,296"
New York,Livingston County,2019,"62,914"
New York,Madison County,2019,"70,941"
New York,Monroe County,2019,"741,770"
New York,Montgomery County,2019,"49,221"
New York,Nassau County,2019,"1,356,924"
New York,New York County,2019,"1,628,706"
New York,Niagara County,2019,"209,281"
New York,Oneida County,2019,"228,671"
New York,Onondaga County,2019,"460,528"
New York,Ontario County,2019,"109,777"
New York,Orange County,2019,"384,940"
New York,Orleans County,2019,"40,352"
New York,Oswego County,2019,"117,124"
New York,Otsego County,2019,"59,493"
New York,Putnam County,2019,"98,320"
New York,Queens County,2019,"2,253,858"
New York,Rensselaer County,2019,"158,714"
New York,Richmond County,2019,"476,143"
New York,Rockland County,2019,"325,789"
New York,St. Lawrence County,2019,"107,740"
New York,Saratoga County,2019,"229,863"
New York,Schenectady County,2019,"155,299"
New York,Schoharie County,2019,"30,999"
New York,Schuyler County,2019,"17,807"
New York,Seneca County,2019,"34,016"
New York,Steuben County,2019,"95,379"
New York,Suffolk County,2019,"1,476,601"
New York,Sullivan County,2019,"75,432"
New York,Tioga County,2019,"48,203"
New York,Tompkins County,2019,"102,180"
New York,Ulster County,2019,"177,573"
New York,Warren County,2019,"63,944"
New York,Washington County,2019,"61,204"
New York,Wayne County,2019,"89,918"
New York,Westchester County,2019,"967,506"
New York,Wyoming County,2019,"39,859"
New York,Yates County,2019,"24,913"
North Carolina,North Carolina,2019,"10,488,084"
North Carolina,Alamance County,2019,"169,509"
North Carolina,Alexander County,2019,"37,497"
North Carolina,Alleghany County,2019,"11,137"
North Carolina,Anson County,2019,"24,446"
North Carolina,Ashe County,2019,"27,203"
North Carolina,Avery County,2019,"17,557"
North Carolina,Beaufort County,2019,"46,994"
North Carolina,Bertie County,2019,"18,947"
North Carolina,Bladen County,2019,"32,722"
North Carolina,Brunswick County,2019,"142,820"
North Carolina,Buncombe County,2019,"261,191"
North Carolina,Burke County,2019,"90,485"
North Carolina,Cabarrus County,2019,"216,453"
North Carolina,Caldwell County,2019,"82,178"
North Carolina,Camden County,2019,"10,867"
North Carolina,Carteret County,2019,"69,473"
North Carolina,Caswell County,2019,"22,604"
North Carolina,Catawba County,2019,"159,551"
North Carolina,Chatham County,2019,"74,470"
North Carolina,Cherokee County,2019,"28,612"
North Carolina,Chowan County,2019,"13,943"
North Carolina,Clay County,2019,"11,231"
North Carolina,Cleveland County,2019,"97,947"
North Carolina,Columbus County,2019,"55,508"
North Carolina,Craven County,2019,"102,139"
North Carolina,Cumberland County,2019,"335,509"
North Carolina,Currituck County,2019,"27,763"
North Carolina,Dare County,2019,"37,009"
North Carolina,Davidson County,2019,"167,609"
North Carolina,Davie County,2019,"42,846"
North Carolina,Duplin County,2019,"58,741"
North Carolina,Durham County,2019,"321,488"
North Carolina,Edgecombe County,2019,"51,472"
North Carolina,Forsyth County,2019,"382,295"
North Carolina,Franklin County,2019,"69,685"
North Carolina,Gaston County,2019,"224,529"
North Carolina,Gates County,2019,"11,562"
North Carolina,Graham County,2019,"8,441"
North Carolina,Granville County,2019,"60,443"
North Carolina,Greene County,2019,"21,069"
North Carolina,Guilford County,2019,"537,174"
North Carolina,Halifax County,2019,"50,010"
North Carolina,Harnett County,2019,"135,976"
North Carolina,Haywood County,2019,"62,317"
North Carolina,Henderson County,2019,"117,417"
North Carolina,Hertford County,2019,"23,677"
North Carolina,Hoke County,2019,"55,234"
North Carolina,Hyde County,2019,"4,937"
North Carolina,Iredell County,2019,"181,806"
North Carolina,Jackson County,2019,"43,938"
North Carolina,Johnston County,2019,"209,339"
North Carolina,Jones County,2019,"9,419"
North Carolina,Lee County,2019,"61,779"
North Carolina,Lenoir County,2019,"55,949"
North Carolina,Lincoln County,2019,"86,111"
North Carolina,McDowell County,2019,"45,756"
North Carolina,Macon County,2019,"35,858"
North Carolina,Madison County,2019,"21,755"
North Carolina,Martin County,2019,"22,440"
North Carolina,Mecklenburg County,2019,"1,110,356"
North Carolina,Mitchell County,2019,"14,964"
North Carolina,Montgomery County,2019,"27,173"
North Carolina,Moore County,2019,"100,880"
North Carolina,Nash County,2019,"94,298"
North Carolina,New Hanover County,2019,"234,473"
North Carolina,Northampton County,2019,"19,483"
North Carolina,Onslow County,2019,"197,938"
North Carolina,Orange County,2019,"148,476"
North Carolina,Pamlico County,2019,"12,726"
North Carolina,Pasquotank County,2019,"39,824"
North Carolina,Pender County,2019,"63,060"
North Carolina,Perquimans County,2019,"13,463"
North Carolina,Person County,2019,"39,490"
North Carolina,Pitt County,2019,"180,742"
North Carolina,Polk County,2019,"20,724"
North Carolina,Randolph County,2019,"143,667"
North Carolina,Richmond County,2019,"44,829"
North Carolina,Robeson County,2019,"130,625"
North Carolina,Rockingham County,2019,"91,010"
North Carolina,Rowan County,2019,"142,088"
North Carolina,Rutherford County,2019,"67,029"
North Carolina,Sampson County,2019,"63,531"
North Carolina,Scotland County,2019,"34,823"
North Carolina,Stanly County,2019,"62,806"
North Carolina,Stokes County,2019,"45,591"
North Carolina,Surry County,2019,"71,783"
North Carolina,Swain County,2019,"14,271"
North Carolina,Transylvania County,2019,"34,385"
North Carolina,Tyrrell County,2019,"4,016"
North Carolina,Union County,2019,"239,859"
North Carolina,Vance County,2019,"44,535"
North Carolina,Wake County,2019,"1,111,761"
North Carolina,Warren County,2019,"19,731"
North Carolina,Washington County,2019,"11,580"
North Carolina,Watauga County,2019,"56,177"
North Carolina,Wayne County,2019,"123,131"
North Carolina,Wilkes County,2019,"68,412"
North Carolina,Wilson County,2019,"81,801"
North Carolina,Yadkin County,2019,"37,667"
North Carolina,Yancey County,2019,"18,069"
North Dakota,North Dakota,2019,"762,062"
North Dakota,Adams County,2019,"2,216"
North Dakota,Barnes County,2019,"10,415"
North Dakota,Benson County,2019,"6,832"
North Dakota,Billings County,2019,928
